test_who,song_id,test_order,f1_score,feat,mode
6,4,4,0.7832,acc + gyr + near,all-to-one
7,4,1,0.879,acc + gyr + near,one-to-one
7,4,2,0.8711,acc + gyr + near,one-to-one
7,4,3,0.8846,acc + gyr + near,one-to-one
7,4,4,0.7543,acc + gyr + near,one-to-one
7,4,1,0.7911,acc + gyr + near,rest-to-one
7,4,2,0.7859,acc + gyr + near,rest-to-one
7,4,3,0.7831,acc + gyr + near,rest-to-one
7,4,4,0.7768,acc + gyr + near,rest-to-one
7,4,1,0.8297,acc + gyr + near,all-to-one
7,4,2,0.8391,acc + gyr + near,all-to-one
7,4,3,0.8435,acc + gyr + near,all-to-one
7,4,4,0.8095,acc + gyr + near,all-to-one
8,4,1,0.7842,acc + gyr + near,one-to-one
8,4,2,0.7705,acc + gyr + near,one-to-one
8,4,3,0.787,acc + gyr + near,one-to-one
8,4,4,0.7881,acc + gyr + near,one-to-one
8,4,1,0.7709,acc + gyr + near,rest-to-one
8,4,2,0.7712,acc + gyr + near,rest-to-one
8,4,3,0.7874,acc + gyr + near,rest-to-one
8,4,4,0.7886,acc + gyr + near,rest-to-one
8,4,1,0.7957,acc + gyr + near,all-to-one
8,4,2,0.7807,acc + gyr + near,all-to-one
8,4,3,0.8064,acc + gyr + near,all-to-one
8,4,4,0.7946,acc + gyr + near,all-to-one
1,4,1,0.6231,acc + gyr,one-to-one
1,4,2,0.626,acc + gyr,one-to-one
1,4,3,0.5931,acc + gyr,one-to-one
1,4,4,0.6163,acc + gyr,one-to-one
1,4,1,0.6205,acc + gyr,rest-to-one
1,4,2,0.6062,acc + gyr,rest-to-one
1,4,3,0.6091,acc + gyr,rest-to-one
1,4,4,0.6107,acc + gyr,rest-to-one
1,4,1,0.6236,acc + gyr,all-to-one
1,4,2,0.6232,acc + gyr,all-to-one
1,4,3,0.6172,acc + gyr,all-to-one
1,4,4,0.629,acc + gyr,all-to-one
2,4,1,0.6208,acc + gyr,one-to-one
2,4,2,0.6555,acc + gyr,one-to-one
2,4,3,0.6293,acc + gyr,one-to-one
2,4,4,0.5942,acc + gyr,one-to-one
2,4,1,0.6203,acc + gyr,rest-to-one
2,4,2,0.595,acc + gyr,rest-to-one
2,4,3,0.6449,acc + gyr,rest-to-one
2,4,4,0.6786,acc + gyr,rest-to-one
2,4,1,0.648,acc + gyr,all-to-one
2,4,2,0.6292,acc + gyr,all-to-one
2,4,3,0.6678,acc + gyr,all-to-one
2,4,4,0.6573,acc + gyr,all-to-one
3,4,1,0.5477,acc + gyr,one-to-one
3,4,2,0.6101,acc + gyr,one-to-one
3,4,3,0.6254,acc + gyr,one-to-one
3,4,4,0.6495,acc + gyr,one-to-one
3,4,1,0.5835,acc + gyr,rest-to-one
3,4,2,0.6354,acc + gyr,rest-to-one
3,4,3,0.6108,acc + gyr,rest-to-one
3,4,4,0.5932,acc + gyr,rest-to-one
3,4,1,0.5782,acc + gyr,all-to-one
3,4,2,0.6406,acc + gyr,all-to-one
3,4,3,0.6107,acc + gyr,all-to-one
3,4,4,0.6187,acc + gyr,all-to-one
4,4,1,0.639,acc + gyr,one-to-one
4,4,2,0.6212,acc + gyr,one-to-one
4,4,1,0.654,acc + gyr,rest-to-one
4,4,2,0.6296,acc + gyr,rest-to-one
4,4,1,0.6369,acc + gyr,all-to-one
4,4,2,0.6265,acc + gyr,all-to-one
5,4,1,0.7561,acc + gyr,one-to-one
5,4,2,0.6875,acc + gyr,one-to-one
5,4,3,0.7339,acc + gyr,one-to-one
5,4,4,0.7528,acc + gyr,one-to-one
5,4,1,0.6781,acc + gyr,rest-to-one
5,4,2,0.5397,acc + gyr,rest-to-one
5,4,3,0.6503,acc + gyr,rest-to-one
5,4,4,0.6501,acc + gyr,rest-to-one
5,4,1,0.7388,acc + gyr,all-to-one
5,4,2,0.6215,acc + gyr,all-to-one
5,4,3,0.6913,acc + gyr,all-to-one
5,4,4,0.709,acc + gyr,all-to-one
6,4,1,0.5952,acc + gyr,one-to-one
6,4,2,0.5778,acc + gyr,one-to-one
6,4,3,0.5917,acc + gyr,one-to-one
6,4,4,0.6155,acc + gyr,one-to-one
6,4,1,0.5817,acc + gyr,rest-to-one
6,4,2,0.5725,acc + gyr,rest-to-one
6,4,3,0.6012,acc + gyr,rest-to-one
6,4,4,0.6206,acc + gyr,rest-to-one
6,4,1,0.6161,acc + gyr,all-to-one
6,4,2,0.5976,acc + gyr,all-to-one
6,4,3,0.6359,acc + gyr,all-to-one
6,4,4,0.637,acc + gyr,all-to-one
7,4,1,0.7726,acc + gyr,one-to-one
7,4,2,0.7784,acc + gyr,one-to-one
7,4,3,0.7806,acc + gyr,one-to-one
7,4,4,0.6083,acc + gyr,one-to-one
7,4,1,0.6848,acc + gyr,rest-to-one
7,4,2,0.6658,acc + gyr,rest-to-one
7,4,3,0.6526,acc + gyr,rest-to-one
7,4,4,0.6034,acc + gyr,rest-to-one
7,4,1,0.7654,acc + gyr,all-to-one
7,4,2,0.7484,acc + gyr,all-to-one
7,4,3,0.7618,acc + gyr,all-to-one
7,4,4,0.6014,acc + gyr,all-to-one
8,4,1,0.5822,acc + gyr,one-to-one
8,4,2,0.6483,acc + gyr,one-to-one
8,4,3,0.5795,acc + gyr,one-to-one
8,4,4,0.5827,acc + gyr,one-to-one
8,4,1,0.5972,acc + gyr,rest-to-one
8,4,2,0.6357,acc + gyr,rest-to-one
8,4,3,0.6463,acc + gyr,rest-to-one
8,4,4,0.6214,acc + gyr,rest-to-one
8,4,1,0.625,acc + gyr,all-to-one
8,4,2,0.63,acc + gyr,all-to-one
8,4,3,0.6633,acc + gyr,all-to-one
8,4,4,0.649,acc + gyr,all-to-one
1,4,1,0.7982,acc + near,one-to-one
1,4,2,0.7856,acc + near,one-to-one
1,4,3,0.7752,acc + near,one-to-one
1,4,4,0.7939,acc + near,one-to-one
1,4,1,0.7524,acc + near,rest-to-one
1,4,2,0.7652,acc + near,rest-to-one
1,4,3,0.7709,acc + near,rest-to-one
1,4,4,0.794,acc + near,rest-to-one
1,4,1,0.7797,acc + near,all-to-one
1,4,2,0.7686,acc + near,all-to-one
1,4,3,0.7865,acc + near,all-to-one
1,4,4,0.8037,acc + near,all-to-one
2,4,1,0.7878,acc + near,one-to-one
2,4,2,0.8256,acc + near,one-to-one
2,4,3,0.8023,acc + near,one-to-one
2,4,4,0.7763,acc + near,one-to-one
2,4,1,0.7877,acc + near,rest-to-one
2,4,2,0.8057,acc + near,rest-to-one
2,4,3,0.7992,acc + near,rest-to-one
2,4,4,0.8105,acc + near,rest-to-one
2,4,1,0.7923,acc + near,all-to-one
2,4,2,0.8187,acc + near,all-to-one
2,4,3,0.8004,acc + near,all-to-one
2,4,4,0.8154,acc + near,all-to-one
3,4,1,0.7328,acc + near,one-to-one
3,4,2,0.7985,acc + near,one-to-one
3,4,3,0.7844,acc + near,one-to-one
3,4,4,0.7822,acc + near,one-to-one
3,4,1,0.7585,acc + near,rest-to-one
3,4,2,0.7887,acc + near,rest-to-one
3,4,3,0.7783,acc + near,rest-to-one
3,4,4,0.7805,acc + near,rest-to-one
3,4,1,0.7598,acc + near,all-to-one
3,4,2,0.8011,acc + near,all-to-one
3,4,3,0.8082,acc + near,all-to-one
3,4,4,0.7856,acc + near,all-to-one
4,4,1,0.782,acc + near,one-to-one
4,4,2,0.8327,acc + near,one-to-one
4,4,1,0.777,acc + near,rest-to-one
4,4,2,0.795,acc + near,rest-to-one
4,4,1,0.788,acc + near,all-to-one
4,4,2,0.8051,acc + near,all-to-one
5,4,1,0.8568,acc + near,one-to-one
5,4,2,0.8332,acc + near,one-to-one
5,4,3,0.8646,acc + near,one-to-one
5,4,4,0.8626,acc + near,one-to-one
5,4,1,0.8362,acc + near,rest-to-one
5,4,2,0.7889,acc + near,rest-to-one
5,4,3,0.8195,acc + near,rest-to-one
5,4,4,0.8214,acc + near,rest-to-one
5,4,1,0.8637,acc + near,all-to-one
5,4,2,0.8112,acc + near,all-to-one
5,4,3,0.8631,acc + near,all-to-one
5,4,4,0.8469,acc + near,all-to-one
6,4,1,0.7593,acc + near,one-to-one
6,4,2,0.7369,acc + near,one-to-one
6,4,3,0.7668,acc + near,one-to-one
6,4,4,0.7916,acc + near,one-to-one
6,4,1,0.7519,acc + near,rest-to-one
6,4,2,0.7781,acc + near,rest-to-one
6,4,3,0.7618,acc + near,rest-to-one
6,4,4,0.7628,acc + near,rest-to-one
6,4,1,0.7536,acc + near,all-to-one
6,4,2,0.787,acc + near,all-to-one
6,4,3,0.7778,acc + near,all-to-one
6,4,4,0.7739,acc + near,all-to-one
7,4,1,0.8342,acc + near,one-to-one
7,4,2,0.8581,acc + near,one-to-one
7,4,3,0.8578,acc + near,one-to-one
7,4,4,0.7905,acc + near,one-to-one
7,4,1,0.7827,acc + near,rest-to-one
7,4,2,0.7686,acc + near,rest-to-one
7,4,3,0.7775,acc + near,rest-to-one
7,4,4,0.7552,acc + near,rest-to-one
7,4,1,0.8174,acc + near,all-to-one
7,4,2,0.8284,acc + near,all-to-one
7,4,3,0.8256,acc + near,all-to-one
7,4,4,0.7992,acc + near,all-to-one
8,4,1,0.7684,acc + near,one-to-one
8,4,2,0.7502,acc + near,one-to-one
8,4,3,0.774,acc + near,one-to-one
8,4,4,0.7792,acc + near,one-to-one
8,4,1,0.7738,acc + near,rest-to-one
8,4,2,0.7683,acc + near,rest-to-one
8,4,3,0.7936,acc + near,rest-to-one
8,4,4,0.7894,acc + near,rest-to-one
8,4,1,0.7935,acc + near,all-to-one
8,4,2,0.7842,acc + near,all-to-one
8,4,3,0.8042,acc + near,all-to-one
8,4,4,0.7887,acc + near,all-to-one
1,4,1,0.6198,acc,one-to-one
1,4,2,0.5855,acc,one-to-one
1,4,3,0.5817,acc,one-to-one
1,4,4,0.6161,acc,one-to-one
1,4,1,0.629,acc,rest-to-one
1,4,2,0.627,acc,rest-to-one
1,4,3,0.6229,acc,rest-to-one
1,4,4,0.6293,acc,rest-to-one
1,4,1,0.6302,acc,all-to-one
1,4,2,0.6282,acc,all-to-one
1,4,3,0.6333,acc,all-to-one
1,4,4,0.6341,acc,all-to-one
2,4,1,0.5963,acc,one-to-one
2,4,2,0.5993,acc,one-to-one
2,4,3,0.6136,acc,one-to-one
2,4,4,0.5964,acc,one-to-one
2,4,1,0.6138,acc,rest-to-one
2,4,2,0.6001,acc,rest-to-one
2,4,3,0.6532,acc,rest-to-one
2,4,4,0.6561,acc,rest-to-one
2,4,1,0.6275,acc,all-to-one
2,4,2,0.6232,acc,all-to-one
2,4,3,0.6543,acc,all-to-one
2,4,4,0.664,acc,all-to-one
3,4,1,0.5316,acc,one-to-one
3,4,2,0.6081,acc,one-to-one
3,4,3,0.6242,acc,one-to-one
3,4,4,0.6051,acc,one-to-one
3,4,1,0.5979,acc,rest-to-one
3,4,2,0.6313,acc,rest-to-one
3,4,3,0.5907,acc,rest-to-one
3,4,4,0.5993,acc,rest-to-one
3,4,1,0.5921,acc,all-to-one
3,4,2,0.6421,acc,all-to-one
3,4,3,0.5978,acc,all-to-one
3,4,4,0.6101,acc,all-to-one
4,4,1,0.6203,acc,one-to-one
4,4,2,0.6396,acc,one-to-one
4,4,1,0.612,acc,rest-to-one
4,4,2,0.6202,acc,rest-to-one
4,4,1,0.6456,acc,all-to-one
4,4,2,0.6417,acc,all-to-one
5,4,1,0.7218,acc,one-to-one
5,4,2,0.6476,acc,one-to-one
5,4,3,0.6848,acc,one-to-one
5,4,4,0.7174,acc,one-to-one
5,4,1,0.648,acc,rest-to-one
5,4,2,0.5517,acc,rest-to-one
5,4,3,0.638,acc,rest-to-one
5,4,4,0.6202,acc,rest-to-one
5,4,1,0.6771,acc,all-to-one
5,4,2,0.5903,acc,all-to-one
5,4,3,0.6967,acc,all-to-one
5,4,4,0.6701,acc,all-to-one
6,4,1,0.5994,acc,one-to-one
6,4,2,0.5564,acc,one-to-one
6,4,3,0.6141,acc,one-to-one
6,4,4,0.6038,acc,one-to-one
6,4,1,0.5871,acc,rest-to-one
6,4,2,0.5847,acc,rest-to-one
6,4,3,0.6136,acc,rest-to-one
6,4,4,0.637,acc,rest-to-one
6,4,1,0.6336,acc,all-to-one
6,4,2,0.6021,acc,all-to-one
6,4,3,0.6481,acc,all-to-one
6,4,4,0.6463,acc,all-to-one
7,4,1,0.756,acc,one-to-one
7,4,2,0.7373,acc,one-to-one
7,4,3,0.7568,acc,one-to-one
7,4,4,0.6317,acc,one-to-one
7,4,1,0.6582,acc,rest-to-one
7,4,2,0.663,acc,rest-to-one
7,4,3,0.6301,acc,rest-to-one
7,4,4,0.6102,acc,rest-to-one
7,4,1,0.741,acc,all-to-one
7,4,2,0.7291,acc,all-to-one
7,4,3,0.7138,acc,all-to-one
7,4,4,0.6566,acc,all-to-one
8,4,1,0.5959,acc,one-to-one
8,4,2,0.5791,acc,one-to-one
8,4,3,0.6417,acc,one-to-one
8,4,4,0.597,acc,one-to-one
8,4,1,0.6133,acc,rest-to-one
8,4,2,0.6429,acc,rest-to-one
8,4,3,0.6786,acc,rest-to-one
8,4,4,0.6472,acc,rest-to-one
8,4,1,0.6234,acc,all-to-one
8,4,2,0.6614,acc,all-to-one
8,4,3,0.6751,acc,all-to-one
8,4,4,0.6346,acc,all-to-one
1,4,1,0.783,gyr + near,one-to-one
1,4,2,0.7828,gyr + near,one-to-one
1,4,3,0.7803,gyr + near,one-to-one
1,4,4,0.7964,gyr + near,one-to-one
1,4,1,0.7637,gyr + near,rest-to-one
1,4,2,0.7722,gyr + near,rest-to-one
1,4,3,0.7824,gyr + near,rest-to-one
1,4,4,0.7817,gyr + near,rest-to-one
1,4,1,0.7682,gyr + near,all-to-one
1,4,2,0.784,gyr + near,all-to-one
1,4,3,0.7867,gyr + near,all-to-one
1,4,4,0.8057,gyr + near,all-to-one
2,4,1,0.804,gyr + near,one-to-one
2,4,2,0.8119,gyr + near,one-to-one
2,4,3,0.8268,gyr + near,one-to-one
2,4,4,0.8241,gyr + near,one-to-one
2,4,1,0.7791,gyr + near,rest-to-one
2,4,2,0.7865,gyr + near,rest-to-one
2,4,3,0.8161,gyr + near,rest-to-one
2,4,4,0.8146,gyr + near,rest-to-one
2,4,1,0.7846,gyr + near,all-to-one
2,4,2,0.7885,gyr + near,all-to-one
2,4,3,0.8102,gyr + near,all-to-one
2,4,4,0.8213,gyr + near,all-to-one
3,4,1,0.7655,gyr + near,one-to-one
3,4,2,0.7938,gyr + near,one-to-one
3,4,3,0.8021,gyr + near,one-to-one
3,4,4,0.7979,gyr + near,one-to-one
3,4,1,0.7845,gyr + near,rest-to-one
3,4,2,0.7948,gyr + near,rest-to-one
3,4,3,0.8089,gyr + near,rest-to-one
3,4,4,0.7921,gyr + near,rest-to-one
3,4,1,0.7747,gyr + near,all-to-one
3,4,2,0.7933,gyr + near,all-to-one
3,4,3,0.8051,gyr + near,all-to-one
3,4,4,0.802,gyr + near,all-to-one
4,4,1,0.7643,gyr + near,one-to-one
4,4,2,0.7472,gyr + near,one-to-one
4,4,1,0.7904,gyr + near,rest-to-one
4,4,2,0.7998,gyr + near,rest-to-one
4,4,1,0.7942,gyr + near,all-to-one
4,4,2,0.7949,gyr + near,all-to-one
5,4,1,0.8578,gyr + near,one-to-one
5,4,2,0.8196,gyr + near,one-to-one
5,4,3,0.8401,gyr + near,one-to-one
5,4,4,0.8313,gyr + near,one-to-one
5,4,1,0.8231,gyr + near,rest-to-one
5,4,2,0.7974,gyr + near,rest-to-one
5,4,3,0.8339,gyr + near,rest-to-one
5,4,4,0.8073,gyr + near,rest-to-one
5,4,1,0.8486,gyr + near,all-to-one
5,4,2,0.8229,gyr + near,all-to-one
5,4,3,0.8567,gyr + near,all-to-one
5,4,4,0.8266,gyr + near,all-to-one
6,4,1,0.7574,gyr + near,one-to-one
6,4,2,0.7725,gyr + near,one-to-one
6,4,3,0.7413,gyr + near,one-to-one
6,4,4,0.7886,gyr + near,one-to-one
6,4,1,0.7483,gyr + near,rest-to-one
6,4,2,0.7705,gyr + near,rest-to-one
6,4,3,0.7794,gyr + near,rest-to-one
6,4,4,0.7843,gyr + near,rest-to-one
6,4,1,0.7549,gyr + near,all-to-one
6,4,2,0.782,gyr + near,all-to-one
6,4,3,0.7878,gyr + near,all-to-one
6,4,4,0.7875,gyr + near,all-to-one
7,4,1,0.8598,gyr + near,one-to-one
7,4,2,0.8513,gyr + near,one-to-one
7,4,3,0.8633,gyr + near,one-to-one
7,4,4,0.7675,gyr + near,one-to-one
7,4,1,0.7892,gyr + near,rest-to-one
7,4,2,0.8016,gyr + near,rest-to-one
7,4,3,0.7979,gyr + near,rest-to-one
7,4,4,0.7849,gyr + near,rest-to-one
7,4,1,0.8187,gyr + near,all-to-one
7,4,2,0.8434,gyr + near,all-to-one
7,4,3,0.8504,gyr + near,all-to-one
7,4,4,0.8211,gyr + near,all-to-one
8,4,1,0.7746,gyr + near,one-to-one
8,4,2,0.7903,gyr + near,one-to-one
8,4,3,0.7909,gyr + near,one-to-one
8,4,4,0.7692,gyr + near,one-to-one
8,4,1,0.7782,gyr + near,rest-to-one
8,4,2,0.7729,gyr + near,rest-to-one
8,4,3,0.7898,gyr + near,rest-to-one
8,4,4,0.7986,gyr + near,rest-to-one
8,4,1,0.7853,gyr + near,all-to-one
8,4,2,0.7859,gyr + near,all-to-one
8,4,3,0.8077,gyr + near,all-to-one
8,4,4,0.8007,gyr + near,all-to-one
1,4,1,0.5553,gyr,one-to-one
1,4,2,0.6099,gyr,one-to-one
1,4,3,0.5923,gyr,one-to-one
1,4,4,0.6121,gyr,one-to-one
1,4,1,0.5907,gyr,rest-to-one
1,4,2,0.5864,gyr,rest-to-one
1,4,3,0.5674,gyr,rest-to-one
1,4,4,0.6084,gyr,rest-to-one
1,4,1,0.5977,gyr,all-to-one
1,4,2,0.6085,gyr,all-to-one
1,4,3,0.5786,gyr,all-to-one
1,4,4,0.6173,gyr,all-to-one
2,4,1,0.5869,gyr,one-to-one
2,4,2,0.6307,gyr,one-to-one
2,4,3,0.6398,gyr,one-to-one
2,4,4,0.6165,gyr,one-to-one
2,4,1,0.6059,gyr,rest-to-one
2,4,2,0.6202,gyr,rest-to-one
2,4,3,0.6573,gyr,rest-to-one
2,4,4,0.669,gyr,rest-to-one
2,4,1,0.6306,gyr,all-to-one
2,4,2,0.623,gyr,all-to-one
2,4,3,0.6609,gyr,all-to-one
2,4,4,0.6615,gyr,all-to-one
3,4,1,0.5586,gyr,one-to-one
3,4,2,0.5763,gyr,one-to-one
3,4,3,0.5898,gyr,one-to-one
3,4,4,0.6278,gyr,one-to-one
3,4,1,0.6094,gyr,rest-to-one
3,4,2,0.6527,gyr,rest-to-one
3,4,3,0.5984,gyr,rest-to-one
3,4,4,0.6402,gyr,rest-to-one
3,4,1,0.6042,gyr,all-to-one
3,4,2,0.6525,gyr,all-to-one
3,4,3,0.6258,gyr,all-to-one
3,4,4,0.6261,gyr,all-to-one
4,4,1,0.6194,gyr,one-to-one
4,4,2,0.5609,gyr,one-to-one
4,4,1,0.6301,gyr,rest-to-one
4,4,2,0.6262,gyr,rest-to-one
4,4,1,0.6336,gyr,all-to-one
4,4,2,0.6259,gyr,all-to-one
5,4,1,0.7288,gyr,one-to-one
5,4,2,0.6636,gyr,one-to-one
5,4,3,0.7021,gyr,one-to-one
5,4,4,0.7102,gyr,one-to-one
5,4,1,0.693,gyr,rest-to-one
5,4,2,0.5867,gyr,rest-to-one
5,4,3,0.6446,gyr,rest-to-one
5,4,4,0.623,gyr,rest-to-one
5,4,1,0.7082,gyr,all-to-one
5,4,2,0.6259,gyr,all-to-one
5,4,3,0.6874,gyr,all-to-one
5,4,4,0.6865,gyr,all-to-one
6,4,1,0.5862,gyr,one-to-one
6,4,2,0.6314,gyr,one-to-one
6,4,3,0.6157,gyr,one-to-one
6,4,4,0.6485,gyr,one-to-one
6,4,1,0.5985,gyr,rest-to-one
6,4,2,0.5605,gyr,rest-to-one
6,4,3,0.622,gyr,rest-to-one
6,4,4,0.5993,gyr,rest-to-one
6,4,1,0.6088,gyr,all-to-one
6,4,2,0.6147,gyr,all-to-one
6,4,3,0.6315,gyr,all-to-one
6,4,4,0.6186,gyr,all-to-one
7,4,1,0.7458,gyr,one-to-one
7,4,2,0.76,gyr,one-to-one
7,4,3,0.6962,gyr,one-to-one
7,4,4,0.5556,gyr,one-to-one
7,4,1,0.6814,gyr,rest-to-one
7,4,2,0.6284,gyr,rest-to-one
7,4,3,0.6552,gyr,rest-to-one
7,4,4,0.646,gyr,rest-to-one
7,4,1,0.7472,gyr,all-to-one
7,4,2,0.7361,gyr,all-to-one
7,4,3,0.7209,gyr,all-to-one
7,4,4,0.5562,gyr,all-to-one
8,4,1,0.6019,gyr,one-to-one
8,4,2,0.5883,gyr,one-to-one
8,4,3,0.5763,gyr,one-to-one
8,4,4,0.6052,gyr,one-to-one
8,4,1,0.6394,gyr,rest-to-one
8,4,2,0.6132,gyr,rest-to-one
8,4,3,0.6363,gyr,rest-to-one
8,4,4,0.6059,gyr,rest-to-one
8,4,1,0.6402,gyr,all-to-one
8,4,2,0.6209,gyr,all-to-one
8,4,3,0.6102,gyr,all-to-one
8,4,4,0.6101,gyr,all-to-one
